trial_id,U_exp,K_exp,D_exp,base_level_fall,divide_migration_distance,relief_at_steady_state,time_back_to_steady_state
28,-3.939453125,-6.685546875,-1.462890625,-0.5517578125,0.0,4423.2509508,42335000
29,-3.939453125,-6.685546875,-2.408203125,1.7802734375,-100.0,5717.72135842,57752000
30,-3.939453125,-6.685546875,-2.408203125,-0.5517578125,0.0,5717.72135842,49894000
31,-4.060546875,-5.306640625,-2.462890625,0.2802734375,0.0,153.369848931,15025000
32,-4.939453125,-5.306640625,-2.462890625,0.2802734375,0.0,20.0223035911,6640000
33,-4.060546875,-5.685546875,-2.462890625,0.2802734375,0.0,350.347327906,11225000
34,-4.060546875,-5.306640625,-1.408203125,0.2802734375,0.0,134.792831458,7979000
35,-4.060546875,-5.306640625,-2.462890625,0.9482421875,100.0,153.369848931,18459000
36,-4.060546875,-5.685546875,-1.408203125,0.9482421875,0.0,341.596058228,10131000
37,-4.939453125,-5.306640625,-1.408203125,0.9482421875,1600.0,17.4961152423,9143000
38,-4.939453125,-5.685546875,-2.462890625,0.9482421875,300.0,45.1390075321,15678000
39,-4.939453125,-5.685546875,-1.408203125,0.2802734375,0.0,59.2343572022,7136000
40,-4.939453125,-5.685546875,-1.408203125,0.9482421875,0.0,59.2343572022,7136000
41,-4.310546875,-6.056640625,-2.712890625,-0.0947265625,0.0,734.250594068,17101000
42,-4.689453125,-6.056640625,-2.712890625,-0.0947265625,0.0,300.996674987,16779000
43,-4.310546875,-5.435546875,-2.712890625,-0.0947265625,0.0,113.03578946399999,8275000
44,-4.310546875,-6.056640625,-2.158203125,-0.0947265625,0.0,684.9773811069999,16096000
45,-4.310546875,-6.056640625,-2.712890625,-0.9267578125,0.0,734.250594068,17101000
46,-4.310546875,-5.435546875,-2.158203125,-0.9267578125,0.0,111.094611285,8905000
47,-4.689453125,-6.056640625,-2.158203125,-0.9267578125,0.0,287.772689523,16153000
48,-4.689453125,-5.435546875,-2.712890625,-0.9267578125,0.0,49.171368622399996,8651000
49,-4.689453125,-5.435546875,-2.158203125,-0.0947265625,0.0,47.0724595425,8510000
50,-4.689453125,-5.435546875,-2.158203125,-0.9267578125,0.0,47.0724595425,8510000
51,-3.310546875,-5.056640625,-1.712890625,1.4052734375,100.0,450.377534559,6912000
52,-3.689453125,-5.056640625,-1.712890625,1.4052734375,400.0,182.41670360400002,7397000
53,-3.310546875,-6.435546875,-1.712890625,1.4052734375,0.0,13156.4179064,29774000
54,-3.310546875,-5.056640625,-1.158203125,1.4052734375,200.0,479.55557153800004,8039000
55,-3.310546875,-5.056640625,-1.712890625,0.5732421875,0.0,450.377534559,4937000
56,-3.310546875,-6.435546875,-1.158203125,0.5732421875,0.0,10578.5458079,24545000
57,-3.689453125,-5.056640625,-1.158203125,0.5732421875,0.0,182.45175242,7652000
58,-3.689453125,-6.435546875,-1.712890625,0.5732421875,0.0,5692.18786897,31013000
59,-3.689453125,-6.435546875,-1.158203125,1.4052734375,0.0,4485.12296374,24771000
60,-3.689453125,-6.435546875,-1.158203125,0.5732421875,0.0,4485.12296374,24771000
61,-3.810546875,-6.556640625,-2.212890625,-0.8447265625,0.0,5960.67629199,41655000
62,-3.189453125,-6.556640625,-2.212890625,-0.8447265625,0.0,24071.2702803,40511000
63,-3.810546875,-6.935546875,-2.212890625,-0.8447265625,0.0,7851.18784113,50949000
64,-3.810546875,-6.556640625,-2.658203125,-0.8447265625,0.0,6884.17660353,48075000
65,-3.810546875,-6.556640625,-2.212890625,1.3232421875,0.0,5960.67629199,41655000
66,-3.810546875,-6.935546875,-2.658203125,1.3232421875,2000.0,7842.58710987,52925000
67,-3.189453125,-6.556640625,-2.658203125,1.3232421875,0.0,27065.1320958,45132000
68,-3.189453125,-6.935546875,-2.212890625,1.3232421875,0.0,32808.571936500004,52833000
69,-3.189453125,-6.935546875,-2.658203125,-0.8447265625,0.0,32781.8858101,50949000
70,-3.189453125,-6.935546875,-2.658203125,1.3232421875,2000.0,32781.8858101,52833000
71,-4.810546875,-5.556640625,-1.212890625,0.6552734375,100.0,41.1703258061,10452000
72,-4.189453125,-5.556640625,-1.212890625,0.6552734375,0.0,216.881198013,5313000
73,-4.810546875,-5.935546875,-1.212890625,0.6552734375,0.0,135.161567625,10794000
74,-4.810546875,-5.556640625,-1.658203125,0.6552734375,100.0,41.9541866552,17189000
75,-4.810546875,-5.556640625,-1.212890625,-0.1767578125,0.0,41.1703258061,10716000
76,-4.810546875,-5.935546875,-1.658203125,-0.1767578125,0.0,152.92928629899998,11878000
77,-4.189453125,-5.556640625,-1.658203125,-0.1767578125,0.0,180.817584877,12542000
78,-4.189453125,-5.935546875,-1.212890625,-0.1767578125,0.0,549.175125942,10527000
79,-4.189453125,-5.935546875,-1.658203125,0.6552734375,0.0,614.220894013,11524000
80,-4.189453125,-5.935546875,-1.658203125,-0.1767578125,0.0,614.220894013,11524000
81,-4.873046875,-6.619140625,-2.900390625,0.3740234375,100.0,673.529180376,57224000
82,-3.751953125,-6.619140625,-2.900390625,0.3740234375,0.0,8754.61415024,52853000
83,-4.873046875,-6.498046875,-2.900390625,0.3740234375,0.0,551.211679135,43951000
84,-4.873046875,-6.619140625,-1.095703125,0.3740234375,0.0,416.05903332800006,34650000
85,-4.873046875,-6.619140625,-2.900390625,1.4169921875,100.0,673.529180376,57224000
86,-4.873046875,-6.498046875,-1.095703125,1.4169921875,200.0,319.531409082,39049000
87,-3.751953125,-6.619140625,-1.095703125,1.4169921875,0.0,6475.10591398,41918000
88,-3.751953125,-6.498046875,-2.900390625,1.4169921875,0.0,6936.53669231,42444000
89,-3.751953125,-6.498046875,-1.095703125,0.3740234375,0.0,4232.36440434,26734000
90,-3.751953125,-6.498046875,-1.095703125,1.4169921875,0.0,4232.36440434,26734000
91,-3.873046875,-5.619140625,-1.900390625,1.8740234375,0.0,442.23711843,13373000
92,-4.751953125,-5.619140625,-1.900390625,1.8740234375,100.0,57.229584233599994,13228000
93,-3.873046875,-5.498046875,-1.900390625,1.8740234375,800.0,339.344711273,16213000
94,-3.873046875,-5.619140625,-2.095703125,1.8740234375,500.0,439.387634918,15904000
95,-3.873046875,-5.619140625,-1.900390625,-0.0830078125,0.0,442.23711843,11076000
96,-3.873046875,-5.498046875,-2.095703125,-0.0830078125,0.0,342.768565474,11776000
97,-4.751953125,-5.619140625,-2.095703125,-0.0830078125,0.0,58.0590808938,11476000
98,-4.751953125,-5.498046875,-1.900390625,-0.0830078125,0.0,44.00540187560001,13987000
99,-4.751953125,-5.498046875,-2.095703125,1.8740234375,1700.0,46.1557952708,11549000
100,-4.751953125,-5.498046875,-2.095703125,-0.0830078125,0.0,46.1557952708,8144000
101,-3.373046875,-6.119140625,-2.400390625,-0.3759765625,0.0,6624.32204702,17810000
102,-4.251953125,-6.119140625,-2.400390625,-0.3759765625,0.0,916.596140707,18530000
103,-3.373046875,-5.998046875,-2.400390625,-0.3759765625,0.0,5081.19795966,14083000
104,-3.373046875,-6.119140625,-1.595703125,-0.3759765625,0.0,5749.9252952,15725000
105,-3.373046875,-6.119140625,-2.400390625,-0.8330078125,0.0,6624.32204702,17810000
106,-3.373046875,-5.998046875,-1.595703125,-0.8330078125,0.0,4381.45870272,12432000
107,-4.251953125,-6.119140625,-1.595703125,-0.8330078125,0.0,782.797959818,16124000
108,-4.251953125,-5.998046875,-2.400390625,-0.8330078125,0.0,695.040064881,14492000
109,-4.251953125,-5.998046875,-1.595703125,-0.3759765625,0.0,595.104581638,12667000
110,-4.251953125,-5.998046875,-1.595703125,-0.8330078125,0.0,595.104581638,12667000
111,-4.373046875,-5.119140625,-1.400390625,1.1240234375,1000.0,42.313582546599996,8493000
112,-3.251953125,-5.119140625,-1.400390625,1.1240234375,100.0,593.534440171,9745000
113,-4.373046875,-6.998046875,-1.400390625,1.1240234375,-100.0,2149.69302435,52920000
114,-4.373046875,-5.119140625,-2.595703125,1.1240234375,1500.0,46.746799478,8619000
115,-4.373046875,-5.119140625,-1.400390625,0.6669921875,500.0,42.313582546599996,8494000
116,-4.373046875,-6.998046875,-2.595703125,0.6669921875,0.0,2143.66131795,52916000
117,-3.251953125,-5.119140625,-2.595703125,0.6669921875,0.0,625.545904974,5803000
118,-3.251953125,-6.998046875,-1.400390625,0.6669921875,0.0,28418.205829900002,50922000
119,-3.251953125,-6.998046875,-2.595703125,1.1240234375,0.0,28353.128543400002,50949000
120,-3.251953125,-6.998046875,-2.595703125,0.6669921875,0.0,28353.128543400002,50949000
121,-4.123046875,-6.369140625,-1.650390625,0.7490234375,0.0,1830.60888293,27173000
122,-3.001953125,-6.369140625,-1.650390625,0.7490234375,0.0,22756.0912697,25891000
123,-4.123046875,-6.248046875,-1.650390625,0.7490234375,0.0,1379.29296297,20615000
124,-4.123046875,-6.369140625,-1.845703125,0.7490234375,0.0,1927.12341986,28454000
125,-4.123046875,-6.369140625,-1.650390625,-0.4580078125,0.0,1830.60888293,27173000
126,-4.123046875,-6.248046875,-1.845703125,-0.4580078125,0.0,1472.08689544,22003000
127,-3.001953125,-6.369140625,-1.845703125,-0.4580078125,0.0,23424.905262599998,26151000
128,-3.001953125,-6.248046875,-1.650390625,-0.4580078125,0.0,17515.508619099997,19982000
129,-3.001953125,-6.248046875,-1.845703125,0.7490234375,0.0,17759.167637900002,20120000
130,-3.001953125,-6.248046875,-1.845703125,-0.4580078125,0.0,17759.167637900002,20120000
131,-3.123046875,-5.369140625,-2.650390625,-0.7509765625,0.0,1709.97875122,4179000
132,-4.001953125,-5.369140625,-2.650390625,-0.7509765625,0.0,197.31506981599998,9528000
133,-3.123046875,-5.248046875,-2.650390625,-0.7509765625,0.0,1115.71593808,6774000
134,-3.123046875,-5.369140625,-2.845703125,-0.7509765625,0.0,1677.29657189,4150000
135,-3.123046875,-5.369140625,-2.650390625,1.0419921875,0.0,1709.97875122,4179000
136,-3.123046875,-5.248046875,-2.845703125,1.0419921875,0.0,1099.17535375,9038000
137,-4.001953125,-5.369140625,-2.845703125,1.0419921875,0.0,190.66125142299998,7132000
138,-4.001953125,-5.248046875,-2.650390625,1.0419921875,100.0,146.430311147,14060000
139,-4.001953125,-5.248046875,-2.845703125,-0.7509765625,0.0,161.369901894,3503000
140,-4.001953125,-5.248046875,-2.845703125,1.0419921875,0.0,161.369901894,3503000
141,-3.623046875,-6.869140625,-1.150390625,1.4990234375,-100.0,11716.7862391,51475000
142,-4.501953125,-6.869140625,-1.150390625,1.4990234375,-100.0,1548.5302138,51497000
143,-3.623046875,-5.748046875,-1.150390625,1.4990234375,0.0,1228.72679809,7145000
144,-3.623046875,-6.869140625,-1.345703125,1.4990234375,0.0,12028.813164799998,52622000
145,-3.623046875,-6.869140625,-1.150390625,1.7919921875,-100.0,11716.7862391,51482000
146,-3.623046875,-5.748046875,-1.345703125,1.7919921875,0.0,1349.74405165,7680000
147,-4.501953125,-6.869140625,-1.345703125,1.7919921875,0.0,1585.43419908,52531000
148,-4.501953125,-5.748046875,-1.150390625,1.7919921875,0.0,175.81902418,7583000
149,-4.501953125,-5.748046875,-1.345703125,1.4990234375,0.0,178.006157597,7652000
150,-4.501953125,-5.748046875,-1.345703125,1.7919921875,0.0,178.006157597,7652000
151,-4.623046875,-5.869140625,-2.150390625,-0.0009765625,0.0,215.677368807,11046000
152,-3.501953125,-5.869140625,-2.150390625,-0.0009765625,0.0,2641.81513708,10397000
153,-4.623046875,-6.748046875,-2.150390625,-0.0009765625,0.0,1209.97601126,52846000
154,-4.623046875,-5.869140625,-2.345703125,-0.0009765625,0.0,218.03557462,11131000
155,-4.623046875,-5.869140625,-2.150390625,0.2919921875,0.0,215.677368807,11046000
156,-4.623046875,-6.748046875,-2.345703125,0.2919921875,0.0,1210.91006585,52907000
157,-3.501953125,-5.869140625,-2.345703125,0.2919921875,0.0,2790.39735388,10883000
158,-3.501953125,-6.748046875,-2.150390625,0.2919921875,0.0,15910.3482564,50662000
159,-3.501953125,-6.748046875,-2.345703125,-0.0009765625,0.0,15974.682809900001,50862000
160,-3.501953125,-6.748046875,-2.345703125,0.2919921875,0.0,15974.682809900001,50862000
161,-4.748046875,-6.244140625,-1.025390625,-0.9384765625,0.0,260.670997065,16983000
162,-4.876953125,-6.244140625,-1.025390625,-0.9384765625,0.0,194.87499509999998,17043000
163,-4.748046875,-6.873046875,-1.025390625,-0.9384765625,0.0,856.015500043,48472000
164,-4.748046875,-6.244140625,-1.970703125,-0.9384765625,0.0,360.45690574099996,22471000
165,-4.748046875,-6.244140625,-1.025390625,-0.2705078125,0.0,260.670997065,16983000
166,-4.748046875,-6.873046875,-1.970703125,-0.2705078125,0.0,907.3710719869999,50945000
167,-4.876953125,-6.244140625,-1.970703125,-0.2705078125,0.0,271.640161831,22795000
168,-4.876953125,-6.873046875,-1.025390625,-0.2705078125,0.0,636.4116113819999,48486000
169,-4.876953125,-6.873046875,-1.970703125,-0.9384765625,0.0,674.309500349,50943000
170,-4.876953125,-6.873046875,-1.970703125,-0.2705078125,0.0,674.309500349,52853000
171,-3.748046875,-5.244140625,-2.025390625,0.5615234375,0.0,256.833218235,6710000
172,-3.876953125,-5.244140625,-2.025390625,0.5615234375,0.0,190.19731858,8683000
173,-3.748046875,-5.873046875,-2.025390625,0.5615234375,0.0,1589.17272423,10922000
174,-3.748046875,-5.244140625,-2.970703125,0.5615234375,0.0,257.854225176,6679000
175,-3.748046875,-5.244140625,-2.025390625,1.2294921875,100.0,256.833218235,11003000
176,-3.748046875,-5.873046875,-2.970703125,1.2294921875,0.0,1635.82812068,11161000
177,-3.876953125,-5.244140625,-2.970703125,1.2294921875,300.0,191.52517635799998,13163000
178,-3.876953125,-5.873046875,-2.025390625,1.2294921875,0.0,1185.38484348,10927000
179,-3.876953125,-5.873046875,-2.970703125,0.5615234375,0.0,1262.96742637,11533000
180,-3.876953125,-5.873046875,-2.970703125,1.2294921875,0.0,1262.96742637,11533000
181,-3.248046875,-6.744140625,-1.525390625,-0.1884765625,0.0,26294.6084231,51608000
182,-3.376953125,-6.744140625,-1.525390625,-0.1884765625,0.0,19576.2636801,51459000
183,-3.248046875,-5.373046875,-1.525390625,-0.1884765625,0.0,1242.75871544,4156000
184,-3.248046875,-6.744140625,-1.470703125,-0.1884765625,0.0,24787.3575965,47986000
185,-3.248046875,-6.744140625,-1.525390625,1.9794921875,0.0,26294.6084231,51608000
186,-3.248046875,-5.373046875,-1.470703125,1.9794921875,500.0,1027.11511436,16229000
187,-3.376953125,-6.744140625,-1.470703125,1.9794921875,-100.0,18425.9217741,49434000
188,-3.376953125,-5.373046875,-1.525390625,1.9794921875,900.0,874.078822129,10613000
189,-3.376953125,-5.373046875,-1.470703125,-0.1884765625,0.0,752.0566344910001,9792000
190,-3.376953125,-5.373046875,-1.470703125,1.9794921875,200.0,752.0566344910001,13163000
191,-4.248046875,-5.744140625,-2.525390625,1.3115234375,0.0,258.252397251,19713000
192,-4.376953125,-5.744140625,-2.525390625,1.3115234375,0.0,283.827106225,8707000
193,-4.248046875,-6.373046875,-2.525390625,1.3115234375,0.0,1667.69149563,32084000
194,-4.248046875,-5.744140625,-2.470703125,1.3115234375,0.0,374.80343998300003,8604000
195,-4.248046875,-5.744140625,-2.525390625,0.4794921875,0.0,258.252397251,19713000
196,-4.248046875,-6.373046875,-2.470703125,0.4794921875,0.0,1650.20648656,31778000
197,-4.376953125,-5.744140625,-2.470703125,0.4794921875,0.0,275.858945443,8541000
198,-4.376953125,-6.373046875,-2.525390625,0.4794921875,0.0,1255.49820203,32563000
199,-4.376953125,-6.373046875,-2.470703125,1.3115234375,0.0,1224.88805428,31812000
200,-4.376953125,-6.373046875,-2.470703125,0.4794921875,0.0,1224.88805428,31812000
201,-4.498046875,-6.994140625,-2.275390625,1.6865234375,0.0,1608.6745037,52944000
202,-4.126953125,-6.994140625,-2.275390625,1.6865234375,0.0,3782.06188163,52943000
203,-4.498046875,-6.623046875,-2.275390625,1.6865234375,0.0,1511.24079571,52975000
204,-4.498046875,-6.994140625,-1.220703125,1.6865234375,0.0,1603.23612301,52666000
205,-4.498046875,-6.994140625,-2.275390625,1.6044921875,0.0,1608.6745037,52943000
206,-4.498046875,-6.623046875,-1.220703125,1.6044921875,100.0,1002.30534243,36973000
207,-4.126953125,-6.994140625,-1.220703125,1.6044921875,0.0,3767.66653427,52650000
208,-4.126953125,-6.623046875,-2.275390625,1.6044921875,0.0,3545.47510024,52232000
209,-4.126953125,-6.623046875,-1.220703125,1.6865234375,0.0,2362.18891986,36218000
210,-4.126953125,-6.623046875,-1.220703125,1.6044921875,0.0,2362.18891986,36238000
211,-3.498046875,-5.994140625,-1.275390625,0.1865234375,0.0,3114.70767764,11873000
212,-3.126953125,-5.994140625,-1.275390625,0.1865234375,0.0,6936.19245124,11328000
213,-3.498046875,-5.623046875,-1.275390625,0.1865234375,0.0,1270.79841279,6055000
214,-3.498046875,-5.994140625,-2.220703125,0.1865234375,0.0,3711.35881111,13724000
215,-3.498046875,-5.994140625,-1.275390625,0.1044921875,0.0,3114.70767764,11873000
216,-3.498046875,-5.623046875,-2.220703125,0.1044921875,0.0,1065.8856007000002,17446000
217,-3.126953125,-5.994140625,-2.220703125,0.1044921875,0.0,8449.95445034,13360000
218,-3.126953125,-5.623046875,-1.275390625,0.1044921875,0.0,2975.98350517,5975000
219,-3.126953125,-5.623046875,-2.220703125,0.1865234375,0.0,2427.95493969,13798000
220,-3.126953125,-5.623046875,-2.220703125,0.1044921875,0.0,2427.95493969,13798000
221,-3.998046875,-6.494140625,-2.775390625,0.9365234375,0.0,3880.99243684,41612000
222,-3.626953125,-6.494140625,-2.775390625,0.9365234375,0.0,8726.10276596,39849000
223,-3.998046875,-5.123046875,-2.775390625,0.9365234375,0.0,109.76098708100001,5098000
224,-3.998046875,-6.494140625,-1.720703125,0.9365234375,0.0,3107.01534605,34221000
225,-3.998046875,-6.494140625,-2.775390625,-0.6455078125,0.0,3880.99243684,41612000
226,-3.998046875,-5.123046875,-1.720703125,-0.6455078125,0.0,104.936565795,6187000
227,-3.626953125,-6.494140625,-1.720703125,-0.6455078125,0.0,7294.91734471,34202000
228,-3.626953125,-5.123046875,-2.775390625,-0.6455078125,0.0,254.05716229599997,5148000
229,-3.626953125,-5.123046875,-1.720703125,0.9365234375,0.0,240.204657618,4582000
230,-3.626953125,-5.123046875,-1.720703125,-0.6455078125,0.0,240.204657618,4582000
231,-4.998046875,-5.494140625,-1.775390625,-0.5634765625,0.0,24.903110273200003,15332000
232,-4.626953125,-5.494140625,-1.775390625,-0.5634765625,0.0,57.60377351020001,8004000
233,-4.998046875,-6.123046875,-1.775390625,-0.5634765625,0.0,153.53842454600002,17406000
234,-4.998046875,-5.494140625,-2.720703125,-0.5634765625,0.0,26.4049726109,13948000
235,-4.998046875,-5.494140625,-1.775390625,0.8544921875,900.0,24.903110273200003,16356000
236,-4.998046875,-6.123046875,-2.720703125,0.8544921875,0.0,180.898616592,20063000
237,-4.626953125,-5.494140625,-2.720703125,0.8544921875,200.0,62.56692270560001,12550000
238,-4.626953125,-6.123046875,-1.775390625,0.8544921875,0.0,352.486529285,17031000
239,-4.626953125,-6.123046875,-2.720703125,-0.5634765625,0.0,409.36071391400003,19460000
240,-4.626953125,-6.123046875,-2.720703125,0.8544921875,0.0,409.36071391400003,19460000
241,-4.9970703125,-6.2470703125,-2.1044921875,0.46044921875,0.0,217.20396500799998,23957000
242,-3.8857421875,-6.2470703125,-2.1044921875,0.46044921875,0.0,2671.79048957,22843000
243,-4.9970703125,-5.3115234375,-2.1044921875,0.46044921875,600.0,16.4147256459,19207000
244,-4.9970703125,-6.2470703125,-2.5166015625,0.46044921875,0.0,228.354449588,25011000
245,-4.9970703125,-6.2470703125,-2.1044921875,0.76220703125,0.0,217.20396500799998,23957000
246,-4.9970703125,-5.3115234375,-2.5166015625,0.76220703125,700.0,17.9842519207,9098000
247,-3.8857421875,-6.2470703125,-2.5166015625,0.76220703125,0.0,2843.40429397,24242000
248,-3.8857421875,-5.3115234375,-2.1044921875,0.76220703125,600.0,219.569864541,7157000
249,-3.8857421875,-5.3115234375,-2.5166015625,0.46044921875,0.0,227.32873519900002,7092000
250,-3.8857421875,-5.3115234375,-2.5166015625,0.76220703125,0.0,227.32873519900002,7092000
251,-3.9970703125,-5.2470703125,-1.1044921875,1.96044921875,5500.0,131.588255324,17803000
252,-4.8857421875,-5.2470703125,-1.1044921875,1.96044921875,7400.0,17.537999316300002,9037000
253,-3.9970703125,-6.3115234375,-1.1044921875,1.96044921875,300.0,1659.89180235,37202000
254,-3.9970703125,-5.2470703125,-1.5166015625,1.96044921875,2800.0,142.526725178,10224000
255,-3.9970703125,-5.2470703125,-1.1044921875,-0.73779296875,0.0,131.588255324,13132000
256,-3.9970703125,-6.3115234375,-1.5166015625,-0.73779296875,0.0,2021.75082801,22704000
257,-4.8857421875,-5.2470703125,-1.5166015625,-0.73779296875,0.0,18.1451890501,7558000
258,-4.8857421875,-6.3115234375,-1.1044921875,-0.73779296875,0.0,225.049914831,19816000
259,-4.8857421875,-6.3115234375,-1.5166015625,1.96044921875,300.0,269.33188524900004,32792000
260,-4.8857421875,-6.3115234375,-1.5166015625,-0.73779296875,0.0,269.33188524900004,23196000
261,-3.4970703125,-6.7470703125,-2.6044921875,-0.28955078125,0.0,16185.9498861,50949000
262,-4.3857421875,-6.7470703125,-2.6044921875,-0.28955078125,0.0,2090.59540206,50945000
263,-3.4970703125,-6.8115234375,-2.6044921875,-0.28955078125,0.0,16177.7673361,50949000
264,-3.4970703125,-6.7470703125,-2.0166015625,-0.28955078125,0.0,15822.294072100001,49867000
265,-3.4970703125,-6.7470703125,-2.6044921875,0.01220703125,0.0,16185.9498861,50949000
266,-3.4970703125,-6.8115234375,-2.0166015625,0.01220703125,0.0,16175.642182,50948000
267,-4.3857421875,-6.7470703125,-2.0166015625,0.01220703125,0.0,2081.21973911,50714000
268,-4.3857421875,-6.8115234375,-2.6044921875,0.01220703125,0.0,2089.3785405000003,50948000
269,-4.3857421875,-6.8115234375,-2.0166015625,-0.28955078125,0.0,2090.32070488,50949000
270,-4.3857421875,-6.8115234375,-2.0166015625,0.01220703125,0.0,2090.32070488,50949000
271,-4.4970703125,-5.7470703125,-1.6044921875,1.21044921875,0.0,197.67478392299998,8211000
272,-3.3857421875,-5.7470703125,-1.6044921875,1.21044921875,0.0,2410.4417684,7889000
273,-4.4970703125,-5.8115234375,-1.6044921875,1.21044921875,0.0,228.75726975,9193000
274,-4.4970703125,-5.7470703125,-1.0166015625,1.21044921875,0.0,165.363530871,7167000
275,-4.4970703125,-5.7470703125,-1.6044921875,1.51220703125,0.0,197.67478392299998,8211000
276,-4.4970703125,-5.8115234375,-1.0166015625,1.51220703125,0.0,191.99632589700002,8037000
277,-3.3857421875,-5.7470703125,-1.0166015625,1.51220703125,0.0,2105.73062889,7122000
278,-3.3857421875,-5.8115234375,-1.6044921875,1.51220703125,0.0,2884.69131172,9028000
279,-3.3857421875,-5.8115234375,-1.0166015625,1.21044921875,0.0,2404.81192325,7848000
280,-3.3857421875,-5.8115234375,-1.0166015625,1.51220703125,0.0,2404.81192325,7848000
281,-4.2470703125,-6.9970703125,-1.3544921875,0.83544921875,-100.0,2871.89554219,52875000
282,-3.1357421875,-6.9970703125,-1.3544921875,0.83544921875,0.0,37114.3148878,50890000
283,-4.2470703125,-5.0615234375,-1.3544921875,0.83544921875,700.0,49.3542397617,12521000
284,-4.2470703125,-6.9970703125,-2.2666015625,0.83544921875,0.0,2867.79206632,52921000
285,-4.2470703125,-6.9970703125,-1.3544921875,0.38720703125,-100.0,2871.89554219,52820000
286,-4.2470703125,-5.0615234375,-2.2666015625,0.38720703125,0.0,53.803492821999995,4283000
287,-3.1357421875,-6.9970703125,-2.2666015625,0.38720703125,0.0,37086.619445,50949000
288,-3.1357421875,-5.0615234375,-1.3544921875,0.38720703125,0.0,645.031640761,5137000
289,-3.1357421875,-5.0615234375,-2.2666015625,0.83544921875,0.0,729.303186158,8789000
290,-3.1357421875,-5.0615234375,-2.2666015625,0.38720703125,-100.0,729.303186158,8791000
291,-3.2470703125,-5.9970703125,-2.3544921875,-0.66455078125,0.0,6539.3112279,13583000
292,-4.1357421875,-5.9970703125,-2.3544921875,-0.66455078125,0.0,891.4531708989999,14236000
293,-3.2470703125,-6.0615234375,-2.3544921875,-0.66455078125,0.0,7542.41436441,15398000
294,-3.2470703125,-5.9970703125,-1.2666015625,-0.66455078125,0.0,5359.94336538,11524000
295,-3.2470703125,-5.9970703125,-2.3544921875,1.88720703125,0.0,6539.3112279,13583000
296,-3.2470703125,-6.0615234375,-1.2666015625,1.88720703125,0.0,6215.9027426,13143000
297,-4.1357421875,-5.9970703125,-1.2666015625,1.88720703125,0.0,719.4316159269999,11907000
298,-4.1357421875,-6.0615234375,-2.3544921875,1.88720703125,0.0,1036.86843945,16260000
299,-4.1357421875,-6.0615234375,-1.2666015625,-0.66455078125,0.0,816.261475962,13230000
300,-4.1357421875,-6.0615234375,-1.2666015625,1.88720703125,0.0,816.261475962,13230000
301,-3.7470703125,-6.4970703125,-1.8544921875,1.58544921875,0.0,5559.84546346,33960000
302,-4.6357421875,-6.4970703125,-1.8544921875,1.58544921875,-100.0,774.680053695,38714000
